Image,luminance,contrast,color,SI
movie_1065.jpg,131.35507667824075,89.86844504853016,161.77089069252858,82.17491168187239
game_0775.jpg,75.6194091796875,43.67846458581785,116.64812959050303,48.97392496734937
movie_1964.jpg,79.4157803993928,51.627508447450325,67.3260444106986,32.7806140398774
game_1666.jpg,182.888136091821,50.87029577896011,141.6293113162499,48.21768700153153
movie_0393.jpg,103.72911653645833,66.74269432077232,151.8500634460143,69.4218882747865
game_2900.jpg,48.41061487268519,41.53786977055093,112.78175623520524,29.608648456555606
game_0278.jpg,107.71632541232638,65.62450742768183,0.0,65.25577918467886
game_1662.jpg,96.31913899739584,56.985860584449746,125.50548832768686,44.35513146835433
game_1812.jpg,88.87826009114583,69.01299273753293,135.72965695538434,60.90323968327283
game_0192.jpg,139.40512369791668,101.75959726764897,128.6250318159476,73.75934193743093
movie_0355.jpg,29.04808531590243,22.585606768655815,44.59223704935798,13.009436030084919
game_0879.jpg,87.72244574652778,64.98453165712138,117.52984004611469,30.89490460635125
game_2462.jpg,122.18878689236111,64.05350950822992,67.5739734960798,15.898938658368433
movie_0957.jpg,110.3537109375,83.08075026035488,172.12243374119953,45.7704199856513
game_2211.jpg,94.25755805121528,58.60498928876289,127.02076827595072,43.218168988323136
movie_2588.jpg,65.86043836805555,40.81748352548172,169.64703821889108,26.27997663727215
movie_1078.jpg,93.689228515625,77.7057899485438,127.61168383352457,25.097596305454406
game_0576.jpg,102.88626519097222,58.520139113866094,142.7488477326683,56.16068712953706
movie_0018.jpg,56.72748579545455,34.90968599614196,108.06222971496642,20.829341568976048
movie_0536.jpg,47.219911458333335,33.406374331581446,124.94097996201717,65.58161519512838
movie_0742.jpg,127.67547116126543,54.20333041396718,76.9428241556341,25.49897139714769
game_2835.jpg,171.87215374228396,47.87556037582115,133.85442272545382,72.9285698139429
game_2666.jpg,83.909384765625,46.477942092591476,161.51087456614118,53.8938294787333
game_0211.jpg,101.1722974537037,90.32402411697936,100.38272218166512,12.630532445084869
movie_2542.jpg,49.09496947628769,27.701288957915082,88.52832187224183,8.269241247163277
movie_0024.jpg,31.664959239130436,18.847653934372314,161.87143735451195,13.390724713498042
movie_2806.jpg,62.5714163557214,46.53062531583804,104.7448551489424,59.36739407865304
movie_0557.jpg,109.69415098248106,77.08708091139856,105.44267591502623,71.00027398432697
game_1803.jpg,93.26585666232639,72.04634607739668,171.14468942586996,30.555271430073663
movie_2068.jpg,96.70519801980198,53.46342896019586,167.14797586818673,33.64893075751089
game_1998.jpg,52.32235484182099,36.10754434669716,38.33906229615064,39.400271510257504
movie_0093.jpg,29.320104166666667,34.60557811239067,95.2370069337962,24.297693090215358
movie_0988.jpg,35.69690169270833,38.89423277305594,165.54377088436001,39.34482808782769
movie_1648.jpg,76.98768450184502,62.131771242859294,168.93981134322678,54.37486021658224
movie_0043.jpg,41.636937736742425,27.623626342551127,86.57996308280839,45.471965485695215
movie_1225.jpg,35.685983368844695,22.129727950621554,70.34997884332898,40.622249705150864
game_1209.jpg,37.273814983603394,31.1481667908059,70.48259586289694,52.77540785133075
movie_2512.jpg,115.13397352430556,61.19322976989508,63.122418531506455,82.64840262346065
movie_0910.jpg,90.19925889756945,47.39470014320492,173.53263848170985,62.47369179478308
game_0101.jpg,49.80769904996142,45.49907145055754,162.57049078705185,75.46176550212971
movie_2777.jpg,21.02767523871528,21.16597115894112,166.456020359905,9.990034065860266
game_0618.jpg,136.48552435980903,67.49563996081325,134.6535732281846,66.74665423820517
movie_0596.jpg,89.016240234375,40.17137520396031,61.817796496463885,45.59342902318663
game_2576.jpg,132.74192355685764,70.00736969056736,78.35373142460945,24.586289445051978
movie_0008.jpg,101.73567560369318,48.84197913798066,169.17505107788426,78.86230630995448
game_2461.jpg,129.44657524956597,68.81316202963932,134.07845014560493,56.13598515983238
movie_1331.jpg,93.40729118441358,60.91309499255828,150.78218590086686,44.30809443046924
movie_2281.jpg,43.023459525290214,25.892273233486527,137.19744490548769,34.10984243394891
game_2320.jpg,82.45200575086805,44.25845452109069,158.46896389184934,21.23725951796191
movie_0751.jpg,134.60583670910495,92.38076953688363,144.78736755406806,46.40511823212474
movie_2158.jpg,42.34551540798611,31.435562322332437,131.86584437560325,24.423805474778177
movie_2240.jpg,23.152620442708333,22.29122926390453,91.86573497422351,27.084756467287836
game_1681.jpg,74.89136637369792,44.89675220449372,108.55382829843849,29.12830939885795
game_2013.jpg,76.41522026909722,34.44428023130163,101.00001098289418,30.02762594907182
game_0854.jpg,86.33462510850694,26.289631701892134,147.77167978912024,45.060871278144134
game_1778.jpg,113.28619683159722,52.271714025291075,112.68289956516955,33.88471858997345
game_2154.jpg,110.40631221064815,28.15556859162544,87.30680489250877,19.958996820407915
movie_1405.jpg,148.23865776909722,68.3889498241554,70.30026765082816,70.0649218243377
game_1465.jpg,29.686044108072917,20.04595159773601,98.44335272181044,29.4788211156353
game_2588.jpg,54.914578028549386,26.190794197113,52.61586414096243,25.941578137112977
movie_2415.jpg,25.5855366625817,36.353932076368004,167.27943241934915,35.42282111885777
game_0128.jpg,137.97855902777778,69.8588244500597,108.32204066441699,60.65514858163893
movie_0158.jpg,120.49623360339505,56.20413004810189,162.53445930764207,53.952212700323194
game_1501.jpg,128.19681477864583,50.67451351344165,123.27433488505605,38.685153620332805
game_1204.jpg,86.04254258897569,32.340929950732864,60.93756121438203,31.362158558539182
movie_2824.jpg,98.10474247685185,54.62271775221867,100.47871762483318,44.53386766980138
movie_2342.jpg,18.00362606095679,16.572479839431985,0.0,10.609738137777294
game_2910.jpg,74.07423032407408,69.47577770960439,178.14957567861816,37.3754862646074
movie_0872.jpg,47.266605752372115,45.6866741655131,38.402036432972345,29.042825248005837
movie_0446.jpg,166.73812403549383,50.45389695409279,48.31632404443805,40.828739489318934
movie_2697.jpg,36.57868732128268,29.132058482650976,127.68553409546371,16.873305219097674
game_2726.jpg,33.56851736111111,34.928848989249836,87.72276141734355,28.192304463700605
movie_0762.jpg,53.123486328125,52.664150594633135,149.82338872974168,33.198539713526564
movie_0245.jpg,146.1529904513889,66.41830358709156,182.22327824775624,35.25755229740992
movie_2764.jpg,32.96933213975694,37.02338693651051,127.97513987815097,39.937407728569056
game_0490.jpg,67.40914653482473,26.776832206675973,150.8597984383582,16.674630603761056
game_2806.jpg,106.91636477623457,72.34163064009455,127.05579587154011,80.179156889338
game_0977.jpg,75.40972909432871,45.99833080829473,149.0642205295028,61.299264498053596
game_0383.jpg,73.40645670572917,45.49261640572628,157.21204329073112,68.19544313505925
movie_1801.jpg,124.338583984375,58.86770208285467,110.99234129851482,44.590990415544695
movie_2546.jpg,78.91588837594696,41.064169028829255,104.39597960733869,40.71451133271518
movie_0483.jpg,43.462955729166666,15.150518722662548,126.23000732652797,18.53586663796706
game_1073.jpg,75.36411349826389,47.63010192859592,167.27216264150331,78.60921824195268
movie_1527.jpg,80.41928385416666,50.984674811485924,175.23642410372432,49.51089874473723
movie_1572.jpg,43.06430177583026,29.38976344229376,167.33562028333074,25.74582282610409
game_2296.jpg,108.39695625964507,49.22003730919625,107.81132510928065,43.25860785014675
game_0791.jpg,77.25897596571181,57.13920154561077,155.6774023704188,44.77591950830696
game_2174.jpg,126.108095703125,65.57417316109805,154.1066890022637,33.32177263071091
movie_1384.jpg,81.8715859375,41.55682404144818,123.08668717429848,23.773322943827115
game_0223.jpg,24.211432291666668,31.430613335751225,61.66758479866357,45.7590381567722
movie_1852.jpg,85.57957795202952,74.98276911016882,89.0146052647369,40.82335082994741
movie_1194.jpg,40.26068359375,15.155378060877142,155.46978863060315,17.454703780936864
movie_2561.jpg,44.42699363425926,28.48667099389446,142.97310577259046,27.386560674053737
movie_0178.jpg,39.17851710464015,27.249839576395292,80.04531331666496,26.084325039600756
movie_2001.jpg,98.78861207561728,47.20757216319828,116.4296977425345,31.963454437926668
movie_0591.jpg,119.0489197288526,61.57401678605419,103.27071719260329,20.136904613547394
game_1915.jpg,148.1720968967014,28.59683091245257,110.94296727060804,34.7286088729618
game_0571.jpg,88.54448079427084,40.91304005902357,97.06802716459333,24.926995037363707
movie_2883.jpg,92.15380401234567,32.872950133789715,143.9146364153028,52.89896997168837
movie_0165.jpg,59.716191599628715,34.80272920830405,164.4257739052696,48.02210869789321
game_1641.jpg,69.12254099151235,43.069912722804524,111.28790459520532,45.53523692109358
game_1676.jpg,182.72064344618056,53.96866889186825,103.0228625024669,36.84592464920222
game_2441.jpg,133.30510145399305,59.4175790732408,161.77528910046482,74.01354919831729
game_1530.jpg,87.18155381944445,87.07117653330411,73.35110282932268,25.091039975120808
game_2937.jpg,116.95082947530864,81.8594562351971,83.04149275381769,63.8518812052755
game_2791.jpg,118.76301697530864,53.61342409484864,138.32968974542734,30.818386316672715
movie_0291.jpg,66.2170290798611,53.99249332092785,164.36035980446795,35.635136708379505
movie_0036.jpg,88.85712673611111,34.76913034298711,132.47993871959216,11.15252189244556
game_0603.jpg,114.50162543402777,42.64070127768283,87.48970146460644,38.31895616655155
game_1593.jpg,48.000202666859565,36.88224723238667,116.97926883977348,51.76547744633668
game_2905.jpg,125.84290798611111,31.73596018612943,181.81896110467238,29.60376119377373
movie_2786.jpg,107.69635199652778,68.72016939264287,181.66501801559076,40.0292884109259
movie_0611.jpg,133.2960915798611,62.676338435288386,140.47900063358264,67.63551942394172
movie_2713.jpg,88.63935163909314,59.67212591398204,163.83386392937965,54.61496779068545
movie_0926.jpg,37.38673763020833,24.81020638580869,122.15925999500365,19.870753212525536
movie_2045.jpg,70.40594263635887,53.443242894983,52.071516998626656,16.1369515390202
movie_1992.jpg,105.4898828125,57.042015951756426,135.8851682937107,43.297486028183855
movie_1733.jpg,10.146678602430555,12.158105807233326,113.18040665660148,13.84886409863508
game_2714.jpg,52.765723259066355,45.87162527369909,136.92047268018848,43.12877267351217
game_0367.jpg,99.1998206922743,65.61236910374278,146.24653042352398,73.68953780924008
movie_0663.jpg,76.97198350694444,61.290119324364724,67.37523775250062,53.72100699384971
game_0586.jpg,126.31894368489583,55.1460072737985,175.13703013566345,66.89166457171757
game_2720.jpg,47.470486111111114,50.14032742699152,106.00679155886782,99.77973064007035
game_0262.jpg,126.28813850308642,86.54700801184177,118.89598725893316,55.79612394667324
movie_1997.jpg,64.68582948626894,40.692678865311464,81.02546979137047,56.04375598177732
game_2804.jpg,177.59056182484568,31.243505957070862,66.65203544821992,16.063250449011473
game_1629.jpg,140.39300265842013,95.35778258693881,106.89087720140395,37.5317622987878
movie_1209.jpg,80.86157887273102,44.88968204369528,91.57596838521472,56.46547945093262
movie_1848.jpg,129.8722580295139,52.35105683164398,149.53634317747373,59.16699799852648
movie_1051.jpg,90.17491068624372,49.539586247848256,117.83895061522236,27.515143183104104
game_2358.jpg,96.2362885802469,33.78982856634914,104.53532907085895,25.854964592308566
game_2595.jpg,105.0998583984375,65.08982843428727,99.85678128311548,63.25196663768721
game_0449.jpg,34.93313693576389,36.45576635801134,44.243844111559504,42.245180631323
game_0657.jpg,62.11289773823302,31.347938476048437,154.70214934589154,43.979439659079134
movie_1631.jpg,51.695552201704544,25.250529952607824,83.3971179632593,34.22697990796293
game_2136.jpg,105.91958912037038,70.50463408879418,138.12040072183612,37.34581537263186
movie_0255.jpg,22.06607686159241,12.891252216888901,48.22781566973368,15.313347520137446
movie_2236.jpg,59.798931640625,29.477985836702214,112.86389810223179,33.0902996840094
movie_0772.jpg,54.23985894097222,46.70380811577174,150.8221417115932,68.6714968002418
game_2140.jpg,63.16311496310764,54.54766620745797,127.3573782936063,32.82930900210348
